inventory_id,warehouse_id,item_id,quantity,inventory_date
501,4,23,7,2021-07-24
502,2,57,15,2017-06-01
503,3,47,13,2021-03-18
504,3,71,16,2009-11-05
505,4,33,18,2021-08-12
506,4,52,2,2016-08-17
507,3,51,13,2014-02-02
508,4,38,8,2022-06-07
509,4,71,8,2011-05-05
510,4,7,10,2022-03-09
511,1,46,17,2021-10-29
512,1,15,17,2021-11-01
513,2,32,17,2022-06-23
514,3,65,5,2020-01-08
515,1,50,16,2007-08-29
516,3,50,12,2009-04-08
517,1,40,11,2022-02-24
518,4,16,20,2021-06-29
519,1,9,10,2022-06-05
520,4,63,1,2016-03-08
521,4,4,16,2022-01-23
522,2,70,4,2006-01-12
523,3,48,3,2020-08-06
524,4,44,19,2022-08-31
525,4,59,11,2010-10-20
526,4,47,15,2002-08-25
527,3,74,14,2007-05-18
528,3,24,18,2022-02-04
529,1,72,1,2017-12-04
530,2,43,14,2021-12-17
531,3,5,5,2022-06-25
532,1,26,11,2022-02-23
533,3,25,20,2021-09-09
534,4,29,10,2022-06-02
535,1,11,5,2022-01-12
536,1,65,8,2003-09-30
537,2,5,18,2021-05-18
538,2,39,15,2021-11-02
539,3,10,5,2021-09-13
540,4,68,11,2016-02-01
541,3,34,3,2022-05-12
542,1,23,9,2022-09-18
543,4,32,18,2021-10-22
544,2,16,20,2021-10-14
545,2,52,10,2006-02-02
546,1,16,17,2021-10-05
547,4,47,15,2010-02-03
548,4,44,2,2022-06-18
549,1,57,10,2022-01-26
550,1,70,6,2004-08-10
551,3,58,7,2017-02-01
552,2,72,1,2011-04-25
553,3,9,9,2022-09-07
554,2,66,1,2016-04-21
555,1,76,11,2006-02-13
556,4,41,9,2021-09-06
557,4,37,16,2022-05-20
558,3,25,16,2022-06-22
559,4,69,13,2017-06-25
560,1,36,6,2021-07-26
561,2,48,10,2021-01-09
562,2,6,8,2022-05-12
563,1,12,7,2021-08-13
564,2,45,2,2021-09-21
565,1,34,15,2021-09-19
566,3,25,3,2022-02-20
567,4,65,8,2007-08-14
568,3,48,15,2010-09-02
569,3,53,18,2014-05-05
570,3,40,6,2021-09-01
571,3,27,9,2022-03-16
572,1,72,9,2014-12-03
573,4,13,4,2022-05-30
574,4,18,3,2021-08-22
575,2,64,12,2002-04-15
576,3,64,18,2011-02-08
577,1,6,16,2022-07-15
578,4,72,1,2020-11-20
579,3,52,18,2014-08-28
580,1,4,9,2021-08-14
581,2,49,16,2011-01-16
582,2,48,5,2010-03-24
583,2,46,4,2022-05-28
584,4,68,13,2018-04-22
585,1,76,7,2002-05-14
586,4,73,15,2000-12-24
587,3,38,8,2022-06-03
588,2,73,18,2015-05-15
589,2,38,5,2022-08-09
590,4,71,5,2006-10-01
591,3,19,2,2022-02-17
592,2,33,15,2022-07-20
593,1,3,4,2022-05-18
594,1,35,9,2021-08-16
595,4,69,14,2013-12-23
596,1,13,10,2021-08-27
597,1,36,12,2021-11-30
598,3,73,10,2010-10-14
599,3,55,4,2008-07-07
600,1,75,18,2016-10-19
601,3,9,8,2022-06-09
602,2,72,17,2010-01-06
603,1,58,7,2012-06-17
604,2,49,9,2021-12-10
605,3,56,7,2004-08-04
606,4,4,20,2021-06-21
607,3,10,5,2021-05-23
608,2,11,13,2021-09-12
609,3,44,15,2021-11-30
610,4,22,19,2022-06-15
611,2,34,19,2022-09-21
612,1,40,12,2021-07-15
613,4,29,16,2021-08-03
614,3,38,5,2022-07-29
615,1,55,11,2019-04-13
616,1,50,13,2009-12-05
617,4,5,12,2022-03-25
618,4,11,20,2021-09-28
619,2,69,7,2006-09-27
620,3,20,11,2022-04-14
621,2,33,9,2022-06-28
622,2,49,6,2000-07-12
623,3,64,20,2016-04-19
624,2,39,14,2022-05-04
625,1,22,14,2021-06-05
626,2,52,14,2018-09-30
627,3,63,8,2016-10-04
628,3,16,5,2021-11-29
629,3,46,11,2022-06-23
630,3,42,9,2021-07-13
631,1,29,18,2022-08-25
632,3,65,3,2014-05-13
633,2,39,15,2022-07-15
634,3,43,10,2021-06-11
635,1,35,15,2021-12-06
636,2,33,10,2022-05-24
637,2,46,10,2022-03-01
638,3,8,1,2021-06-16
639,4,49,11,2007-05-29
640,4,56,11,2017-03-22
641,4,27,20,2021-07-04
642,1,75,7,2018-05-09
643,4,63,13,2003-04-14
644,4,1,6,2021-09-19
645,1,33,8,2022-06-14
646,2,57,1,2000-04-28
647,3,68,7,2001-07-17
648,4,30,18,2021-10-14
649,1,53,9,2005-09-21
650,3,8,6,2021-09-23
651,2,35,20,2021-08-15
652,4,29,3,2021-07-14
653,3,21,1,2022-03-17
654,3,54,1,2020-05-27
655,1,7,12,2021-10-23
656,1,14,9,2022-05-18
657,2,33,2,2022-07-06
658,4,72,16,2015-12-04
659,3,17,3,2022-07-03
660,4,53,3,2004-04-18
661,3,43,3,2021-08-10
662,4,14,16,2021-07-23
663,4,38,18,2022-06-20
664,3,45,3,2021-09-10
665,3,28,8,2022-09-10
666,3,31,1,2022-01-26
667,4,48,17,2002-10-19
668,1,26,18,2021-12-25
669,4,51,1,2011-04-14
670,1,33,20,2021-12-20
671,1,39,3,2021-10-07
672,4,26,17,2021-06-24
673,3,30,14,2022-01-29
674,1,67,8,2006-03-19
675,1,48,20,2006-08-31
676,4,9,20,2022-01-29
677,3,48,6,2002-02-11
678,1,68,16,2015-11-02
679,2,66,16,2020-06-14
680,1,2,11,2021-11-14
681,1,10,13,2022-06-14
682,2,18,6,2021-12-11
683,4,31,20,2021-11-02
684,3,2,8,2022-04-30
685,1,55,4,2008-10-14
686,2,48,8,2008-12-27
687,2,66,4,2015-06-27
688,1,75,5,2010-01-28
689,2,49,14,2012-08-13
690,4,17,17,2021-11-07
691,1,28,4,2021-11-05
692,3,50,17,2011-11-09
693,4,44,3,2021-07-06
694,1,45,3,2021-10-15
695,1,16,14,2022-07-02
696,4,70,17,2009-10-14
697,4,39,8,2022-05-01
698,2,12,6,2022-05-24
699,4,16,7,2021-09-22
700,4,76,18,2005-09-07
701,4,40,3,2022-06-30
702,4,60,17,2021-05-17
703,4,25,20,2021-06-02
704,2,4,4,2021-12-07
705,2,5,15,2022-07-24
706,2,75,16,2008-07-26
707,4,75,11,2008-06-22
708,2,26,11,2021-06-27
709,3,41,1,2022-03-16
710,3,7,16,2022-06-26
711,1,43,4,2021-07-31
712,2,48,11,2010-02-18
713,3,5,7,2021-12-03
714,3,5,3,2022-03-04
715,1,56,2,2008-06-24
716,4,20,17,2022-06-16
717,1,34,7,2022-02-06
718,3,31,5,2022-09-18
719,2,41,3,2022-01-04
720,2,17,12,2022-04-07
721,1,14,14,2022-07-22
722,1,71,7,2015-12-27
723,2,3,7,2022-03-25
724,3,12,3,2022-08-18
725,4,59,12,2009-11-14
726,1,7,6,2021-09-07
727,4,66,13,2019-10-28
728,1,28,5,2021-08-29
729,3,18,11,2022-09-04
730,4,21,18,2021-05-25
731,2,35,7,2022-08-14
732,4,58,2,2014-03-09
733,1,11,16,2021-07-13
734,4,33,1,2022-07-19
735,4,50,6,2021-01-21
736,4,73,11,2011-03-30
737,1,56,19,2006-01-12
738,1,39,8,2021-06-09
739,1,19,1,2021-11-22
740,1,22,9,2022-01-06
741,1,53,20,2020-12-02
742,3,13,14,2021-12-31
743,2,74,19,2021-07-20
744,4,68,12,2011-05-06
745,1,17,7,2021-09-23
746,2,71,5,2008-04-04
747,2,14,8,2022-03-25
748,4,10,18,2022-07-03
749,1,23,3,2021-05-22
750,2,42,9,2022-03-09
751,4,20,6,2021-10-18
752,1,71,13,2012-04-24
753,3,20,6,2021-09-23
754,3,15,1,2022-02-10
755,2,27,18,2022-01-04
756,4,2,20,2022-06-09
757,3,3,9,2022-05-22
758,1,12,20,2022-05-30
759,4,20,7,2021-07-08
760,2,37,7,2022-05-07
761,1,42,14,2022-07-16
762,3,63,8,2001-06-02
763,4,42,10,2022-05-28
764,4,7,15,2022-07-23
765,1,20,20,2021-07-16
766,2,52,12,2018-10-22
767,1,76,15,2003-03-18
768,2,11,8,2022-01-21
769,2,23,19,2021-05-25
770,3,59,2,2015-03-23
771,3,68,18,2013-07-14
772,3,73,4,2004-10-18
773,4,65,14,2015-05-15
774,2,17,18,2021-09-10
775,4,3,19,2021-06-24
776,3,71,2,2015-07-22
777,3,8,10,2022-03-27
778,3,18,16,2021-09-23
779,1,2,16,2021-08-26
780,2,61,6,2003-09-10
781,2,27,14,2022-05-26
782,3,7,7,2022-07-22
783,2,59,5,2004-04-22
784,4,4,7,2022-03-16
785,1,43,20,2022-03-13
786,1,39,17,2022-07-16
787,2,35,17,2022-08-07
788,3,45,4,2022-07-09
789,1,18,17,2021-11-25
790,1,53,18,2013-04-05
791,3,46,18,2021-09-03
792,3,16,16,2022-02-06
793,3,59,14,2010-11-06
794,1,18,8,2021-10-06
795,4,18,2,2022-08-27
796,2,71,16,2002-02-18
797,3,57,10,2018-09-30
798,3,35,9,2021-08-29
799,1,3,12,2022-03-10
800,1,50,15,2011-08-20
801,4,68,20,2016-01-20
802,2,35,3,2022-08-15
803,2,5,1,2022-04-25
804,4,59,7,2002-04-15
805,4,63,15,2020-05-12
806,4,19,13,2022-06-08
807,1,34,18,2021-09-24
808,2,29,8,2022-03-27
809,2,12,9,2022-08-18
810,3,24,14,2021-09-21
811,3,55,15,2005-10-03
812,2,14,8,2021-07-14
813,1,72,1,2009-03-23
814,1,12,16,2022-03-07
815,3,33,14,2022-06-30
816,1,14,8,2021-08-19
817,2,56,9,2008-04-02
818,3,66,1,2003-05-15
819,3,72,19,2003-03-08
820,1,56,13,2021-05-06
821,2,16,18,2021-09-03
822,4,63,15,2014-10-19
823,4,42,8,2022-04-13
824,3,52,9,2013-09-05
825,1,41,19,2022-07-03
826,1,2,12,2021-09-04
827,1,50,16,2005-11-10
828,1,68,5,2010-08-22
829,4,21,9,2021-12-20
830,2,43,7,2022-03-12
831,1,16,12,2022-08-16
832,4,22,5,2022-06-07
833,3,44,9,2022-04-01
834,1,63,10,2012-08-04
835,4,20,13,2022-01-17
836,1,48,6,2002-05-14
837,1,61,15,2004-05-23
838,4,15,8,2022-06-01
839,1,10,14,2022-01-31
840,4,51,7,2008-05-24
841,3,41,12,2022-01-23
842,2,26,19,2022-06-01
843,1,69,4,2015-03-22
844,2,60,13,2004-11-18
845,4,37,2,2021-10-15
846,3,4,3,2022-05-22
847,3,1,1,2022-07-20
848,4,59,8,2008-07-26
849,4,13,6,2022-05-16
850,2,21,12,2021-08-31
851,2,1,10,2021-12-23
852,3,6,3,2021-07-10
853,1,35,18,2022-03-25
854,2,71,1,2008-05-12
855,2,72,5,2012-10-16
856,3,12,8,2021-10-01
857,3,55,5,2004-04-03
858,4,23,6,2022-04-09
859,3,53,17,2022-02-05
860,3,45,17,2022-02-05
861,1,25,4,2021-10-11
862,2,8,9,2021-09-17
863,4,71,10,2011-06-24
864,2,50,14,2010-09-27
865,2,46,17,2022-06-08
866,2,9,19,2022-02-11
867,3,57,18,2001-02-16
868,3,43,15,2021-08-16
869,3,67,17,2018-07-28
870,4,9,13,2021-12-21
871,4,25,10,2021-08-20
872,2,65,13,2012-08-13
873,2,59,7,2016-06-15
874,1,53,14,2020-05-17
875,4,23,2,2021-12-24
876,1,22,19,2022-08-08
877,1,5,17,2021-10-14
878,4,56,17,2010-05-20
879,2,67,14,2014-07-03
880,1,38,8,2022-07-27
881,2,51,8,2007-04-02
882,1,34,6,2022-02-01
883,1,4,8,2022-04-27
884,2,54,8,2011-12-03
885,4,8,13,2022-06-02
886,1,32,17,2022-04-10
887,1,42,20,2021-09-15
888,2,53,18,2020-06-23
889,3,43,6,2022-08-12
890,3,15,18,2022-09-16
891,4,9,1,2021-09-05
892,3,43,5,2022-09-01
893,1,26,3,2022-03-30
894,1,51,17,2008-11-17
895,4,56,15,2011-10-24
896,2,15,19,2021-09-19
897,1,9,1,2022-03-27
898,1,15,11,2021-06-17
899,4,23,10,2021-08-04
900,3,36,9,2021-09-25
901,4,57,17,2020-10-16
902,2,71,13,2015-05-09
903,4,66,9,2021-12-16
904,3,61,1,2006-07-01
905,1,26,10,2021-09-25
906,1,27,17,2021-06-19
907,4,40,13,2021-11-07
908,2,14,8,2022-05-23
909,3,37,4,2022-08-04
910,1,68,6,2017-04-23
911,3,1,2,2022-02-27
912,4,36,17,2022-01-28
913,1,28,16,2022-09-05
914,3,20,18,2022-02-18
915,2,34,20,2022-06-05
916,2,32,4,2022-03-19
917,1,31,10,2021-11-17
918,3,66,15,2004-05-27
919,3,38,17,2022-08-19
920,3,52,9,2018-01-07
921,2,71,17,2014-03-24
922,1,71,7,2021-07-18
923,1,62,8,2008-12-01
924,3,7,12,2022-07-23
925,2,76,10,2018-04-09
926,3,53,15,2016-09-29
927,4,52,17,2019-05-06
928,3,29,16,2021-10-15
929,2,74,2,2002-07-19
930,3,1,8,2022-05-24
931,1,76,19,2005-04-11
932,4,22,7,2022-01-13
933,2,61,2,2015-04-06
934,2,32,14,2022-01-11
935,4,62,2,2007-02-15
936,2,41,7,2021-08-31
937,4,12,18,2022-04-22
938,2,30,14,2021-05-23
939,3,51,17,2017-07-25
940,1,37,12,2021-11-14
941,4,52,16,2007-05-18
942,2,22,8,2022-04-24
943,2,30,17,2022-09-16
944,2,11,15,2021-12-15
945,4,17,15,2022-03-06
946,1,48,5,2003-01-09
947,2,47,1,2006-07-03
948,1,23,12,2021-09-14
949,3,7,13,2022-03-17
950,3,43,13,2022-05-30
951,1,57,8,2008-09-13
952,4,44,6,2021-09-07
953,1,17,11,2021-09-02
954,4,3,19,2021-11-19
955,4,5,1,2021-12-20
956,2,3,11,2021-08-07
957,4,49,5,2009-03-30
958,4,29,12,2021-10-15
959,1,48,4,2000-04-03
960,1,33,1,2022-01-19
961,2,7,9,2022-05-29
962,2,14,2,2021-11-28
963,4,42,18,2022-07-14
964,1,51,10,2013-10-27
965,4,51,19,2005-03-28
966,3,42,7,2021-06-15
967,2,70,20,2015-06-28
968,1,14,2,2022-09-16
969,4,56,18,2000-03-29
970,3,26,4,2022-05-23
971,1,1,15,2022-04-28
972,3,48,4,2014-12-23
973,4,19,13,2021-10-03
974,1,45,12,2022-01-22
975,2,5,18,2022-01-06
976,4,31,1,2021-12-08
977,1,31,1,2021-07-27
978,2,37,18,2021-07-16
979,2,27,8,2021-07-13
980,1,44,9,2021-11-20
981,1,74,12,2016-10-26
982,1,41,20,2021-06-23
983,2,63,19,2020-02-18
984,4,12,3,2022-09-21
985,1,42,14,2022-04-06
986,2,12,20,2021-07-25
987,2,40,9,2021-06-18
988,2,55,15,2005-09-26
989,3,44,7,2021-08-26
990,3,45,18,2021-06-21
991,2,62,16,2006-09-27
992,4,21,20,2021-06-18
993,3,40,15,2022-01-19
994,2,75,8,2000-05-19
995,4,73,11,2002-09-21
996,2,20,12,2021-07-31
997,1,48,8,2000-07-04
998,4,19,4,2022-01-23
999,3,61,16,2006-11-03
1000,1,22,3,2022-09-16